TransactionID,Date,CustomerID,Region,ProductCategory,ProductName,UnitsSold,UnitPrice,Revenue,Discount,ProfitMargin,PaymentMethod,SalesRep,CustomerSatisfaction
5007,2022-07-28 14:00:00,3158,West,Electronics,Laptop,14,5.32,59.58,0.2,0.16,Cash,Diana,5
5008,2022-07-28 15:00:00,2950,East,Clothing,Football,8,352.51,2735.48,0.03,0.13,Credit Card,Diana,1
5009,2022-07-28 16:00:00,3555,North,Home,Shirt,18,136.92,1848.42,0.25,0.15,Bank Transfer,Diana,2
5010,2022-07-28 17:00:00,2313,North,Electronics,Shirt,17,89.01,1210.54,0.2,0.15,Cash,Alice,4
5011,2022-07-28 18:00:00,3342,West,Home,Laptop,7,140.73,847.19,0.14,0.08,Cash,Ethan,2
5012,2022-07-28 19:00:00,4522,West,Electronics,Perfume,1,483.57,382.02,0.21,0.1,Bank Transfer,Charlie,2
5013,2022-07-28 20:00:00,3951,North,Clothing,Football,9,446.51,3817.66,0.05,0.13,Cash,Diana,4
5014,2022-07-28 21:00:00,2238,West,Sports,Football,9,110.81,827.75,0.17,0.05,Bank Transfer,Diana,2
5015,2022-07-28 22:00:00,1973,North,Sports,Sofa,11,62.93,560.71,0.19,0.07,Cash,Diana,5
5016,2022-07-28 23:00:00,1631,East,Beauty,Shirt,19,185.26,2534.36,0.28,0.29,PayPal,Bob,2
5017,2022-07-29 00:00:00,4965,East,Beauty,Shirt,6,298.21,1753.47,0.02,0.27,Credit Card,Alice,5
5018,2022-07-29 01:00:00,2590,North,Home,Laptop,7,434.24,2705.32,0.11,0.38,Bank Transfer,Diana,2
5019,2022-07-29 02:00:00,2050,North,Electronics,Laptop,15,483.21,5218.67,0.28,0.19,Bank Transfer,Bob,5
5020,2022-07-29 03:00:00,4701,South,Beauty,Laptop,6,376.82,2102.66,0.07,0.21,PayPal,Ethan,1
5021,2022-07-29 04:00:00,3780,South,Clothing,Sofa,9,301.51,2062.33,0.24,0.07,Cash,Charlie,5
5022,2022-07-29 05:00:00,4302,West,Sports,Perfume,15,75.45,1131.75,0.0,0.1,Credit Card,Diana,4
5023,2022-07-29 06:00:00,2588,West,Electronics,Laptop,6,41.64,247.34,0.01,0.29,Credit Card,Alice,2
5024,2022-07-29 07:00:00,4878,North,Sports,Laptop,7,300.03,1890.19,0.1,0.13,Bank Transfer,Diana,1
5025,2022-07-29 08:00:00,3368,North,Electronics,Laptop,17,271.84,3558.39,0.23,0.32,Credit Card,Alice,2
5026,2022-07-29 09:00:00,3960,South,Beauty,Sofa,6,423.81,2466.57,0.03,0.3,PayPal,Bob,5
5027,2022-07-29 10:00:00,4304,South,Beauty,Football,9,164.69,1319.17,0.11,0.31,Credit Card,Alice,2
5028,2022-07-29 11:00:00,2693,North,Home,Perfume,3,24.65,70.99,0.04,0.29,Credit Card,Ethan,3
5029,2022-07-29 12:00:00,1436,East,Electronics,Football,14,214.74,2795.91,0.07,0.3,Credit Card,Alice,1
5030,2022-07-29 13:00:00,3828,East,Clothing,Shirt,6,484.75,2472.22,0.15,0.24,Bank Transfer,Charlie,3
5031,2022-07-29 14:00:00,2556,West,Beauty,Shirt,4,398.81,1435.72,0.1,0.29,Credit Card,Bob,2
5032,2022-07-29 15:00:00,4474,North,Home,Laptop,16,21.72,326.67,0.06,0.23,Cash,Alice,5
5033,2022-07-29 16:00:00,2076,North,Beauty,Football,16,437.97,6166.62,0.12,0.12,Credit Card,Diana,1
5034,2022-07-29 17:00:00,4858,West,Sports,Sofa,9,238.49,1695.66,0.21,0.13,Cash,Ethan,1
5035,2022-07-29 18:00:00,4384,South,Beauty,Perfume,4,185.56,712.55,0.04,0.19,Credit Card,Charlie,5
5036,2022-07-29 19:00:00,2304,South,Electronics,Football,8,176.64,1215.28,0.14,0.05,Bank Transfer,Alice,1
5037,2022-07-29 20:00:00,3773,East,Home,Football,8,299.6,2205.06,0.08,0.36,Credit Card,Alice,5
5038,2022-07-29 21:00:00,3078,North,Electronics,Perfume,6,267.65,1429.25,0.11,0.14,Bank Transfer,Charlie,3
5039,2022-07-29 22:00:00,3384,South,Clothing,Football,8,330.03,1980.18,0.25,0.07,PayPal,Charlie,2
5040,2022-07-29 23:00:00,1182,East,Clothing,Football,6,288.95,1248.26,0.28,0.2,PayPal,Alice,1
5041,2022-07-30 00:00:00,4094,East,Beauty,Perfume,14,76.25,992.78,0.07,0.34,PayPal,Diana,1
5042,2022-07-30 01:00:00,3591,East,Home,Sofa,14,132.33,1500.62,0.19,0.19,Credit Card,Diana,1
5043,2022-07-30 02:00:00,2469,South,Home,Perfume,18,421.31,6066.86,0.2,0.14,Cash,Diana,3
5044,2022-07-30 03:00:00,4145,South,Home,Laptop,13,333.31,3249.77,0.25,0.24,PayPal,Alice,5
5045,2022-07-30 04:00:00,4081,North,Home,Laptop,15,226.96,2485.21,0.27,0.25,PayPal,Bob,5
5046,2022-07-30 05:00:00,4555,North,Beauty,Laptop,3,95.39,246.11,0.14,0.32,Credit Card,Alice,3
5047,2022-07-30 06:00:00,2479,East,Electronics,Laptop,6,8.81,37.53,0.29,0.33,Bank Transfer,Bob,2
5048,2022-07-30 07:00:00,2589,East,Beauty,Shirt,17,159.38,1923.72,0.29,0.3,Bank Transfer,Diana,3
5049,2022-07-30 08:00:00,2587,South,Electronics,Sofa,16,32.15,437.24,0.15,0.05,PayPal,Alice,1
5050,2022-07-30 09:00:00,1659,South,Sports,Shirt,6,243.73,1228.4,0.16,0.05,Credit Card,Diana,2
5051,2022-07-30 10:00:00,1159,North,Sports,Football,8,411.79,2635.46,0.2,0.39,Cash,Alice,4
5052,2022-07-30 11:00:00,4953,North,Electronics,Football,13,146.27,1692.34,0.11,0.14,Bank Transfer,Diana,2
5053,2022-07-30 12:00:00,4085,West,Beauty,Perfume,13,424.64,4416.26,0.2,0.15,Credit Card,Charlie,3
5054,2022-07-30 13:00:00,4249,North,Clothing,Laptop,17,353.76,5111.83,0.15,0.31,Cash,Alice,1
5055,2022-07-30 14:00:00,3459,South,Beauty,Perfume,3,67.0,198.99,0.01,0.25,Cash,Bob,2
5056,2022-07-30 15:00:00,4949,East,Clothing,Football,13,324.06,3117.46,0.26,0.21,Credit Card,Diana,5
5057,2022-07-30 16:00:00,2011,West,Beauty,Laptop,7,80.08,403.6,0.28,0.09,Credit Card,Ethan,2
5058,2022-07-30 17:00:00,1052,North,Home,Sofa,5,329.12,1629.14,0.01,0.08,Cash,Bob,4
5059,2022-07-30 18:00:00,3455,North,Home,Football,11,75.64,632.35,0.24,0.3,Bank Transfer,Ethan,2
5060,2022-07-30 19:00:00,3894,South,Sports,Perfume,18,199.29,3156.75,0.12,0.09,PayPal,Diana,2
5061,2022-07-30 20:00:00,2045,West,Sports,Perfume,4,285.46,936.31,0.18,0.2,Credit Card,Alice,2
5062,2022-07-30 21:00:00,2053,North,Electronics,Football,7,29.94,178.14,0.15,0.31,Credit Card,Alice,1
5063,2022-07-30 22:00:00,3750,East,Clothing,Shirt,4,80.89,268.55,0.17,0.37,Credit Card,Alice,3
5064,2022-07-30 23:00:00,3307,South,Home,Sofa,10,163.6,1390.6,0.15,0.36,Cash,Ethan,1
5065,2022-07-31 00:00:00,2228,West,Beauty,Football,1,233.85,173.05,0.26,0.35,PayPal,Diana,2
5066,2022-07-31 01:00:00,4130,North,Electronics,Football,17,429.95,5774.23,0.21,0.18,Bank Transfer,Charlie,5
5067,2022-07-31 02:00:00,2494,North,Beauty,Perfume,5,97.7,429.88,0.12,0.37,Credit Card,Alice,5
5068,2022-07-31 03:00:00,3823,West,Home,Laptop,17,177.0,2377.11,0.21,0.29,Credit Card,Diana,5
5069,2022-07-31 04:00:00,2489,South,Home,Laptop,3,240.51,512.29,0.29,0.36,Bank Transfer,Charlie,2
5070,2022-07-31 05:00:00,2035,West,Home,Laptop,9,151.41,1335.44,0.02,0.08,PayPal,Charlie,2
5071,2022-07-31 06:00:00,4702,West,Home,Perfume,3,314.75,830.94,0.12,0.06,Cash,Diana,4
5072,2022-07-31 07:00:00,2950,South,Beauty,Laptop,3,132.02,293.08,0.26,0.2,Bank Transfer,Alice,4
5073,2022-07-31 08:00:00,4361,North,Electronics,Football,9,387.31,2718.92,0.22,0.34,Credit Card,Alice,3
5074,2022-07-31 09:00:00,1849,East,Home,Shirt,5,255.05,918.18,0.28,0.19,Credit Card,Bob,2
5075,2022-07-31 10:00:00,4831,South,Sports,Shirt,10,47.72,472.43,0.01,0.36,Cash,Diana,2
5076,2022-07-31 11:00:00,1353,East,Electronics,Shirt,15,315.36,3500.5,0.26,0.13,Credit Card,Charlie,5
5077,2022-07-31 12:00:00,4710,North,Sports,Laptop,12,286.78,2615.43,0.24,0.06,Cash,Ethan,4
5078,2022-07-31 13:00:00,2098,West,Beauty,Shirt,6,172.61,787.1,0.24,0.32,Bank Transfer,Ethan,1
5079,2022-07-31 14:00:00,3920,East,Home,Laptop,7,10.52,60.38,0.18,0.27,Bank Transfer,Alice,4
5080,2022-07-31 15:00:00,2739,North,Electronics,Football,7,104.35,715.84,0.02,0.2,Bank Transfer,Bob,3
5081,2022-07-31 16:00:00,4632,North,Home,Football,4,205.83,691.59,0.16,0.35,Bank Transfer,Ethan,1
5082,2022-07-31 17:00:00,4662,West,Home,Perfume,13,103.96,1189.3,0.12,0.34,PayPal,Alice,5
5083,2022-07-31 18:00:00,2464,West,Electronics,Perfume,15,290.86,3664.84,0.16,0.16,PayPal,Bob,4
5084,2022-07-31 19:00:00,1990,North,Home,Sofa,18,357.6,5020.7,0.22,0.34,Cash,Ethan,2
5085,2022-07-31 20:00:00,2264,North,Home,Football,18,428.73,6328.05,0.18,0.17,Bank Transfer,Charlie,3
5086,2022-07-31 21:00:00,4065,East,Clothing,Laptop,7,325.26,2071.91,0.09,0.27,Cash,Ethan,3
5087,2022-07-31 22:00:00,2884,North,Clothing,Sofa,10,346.06,2837.69,0.18,0.12,Cash,Ethan,1
5088,2022-07-31 23:00:00,4225,North,Electronics,Football,16,306.18,4800.9,0.02,0.14,PayPal,Ethan,1
5089,2022-08-01 00:00:00,2809,East,Electronics,Laptop,8,492.82,3942.56,0.0,0.21,PayPal,Ethan,3
5090,2022-08-01 01:00:00,4167,South,Home,Football,19,134.2,2243.82,0.12,0.16,Credit Card,Alice,4
5091,2022-08-01 02:00:00,4797,East,Sports,Football,11,136.8,1158.7,0.23,0.1,Bank Transfer,Diana,2
5092,2022-08-01 03:00:00,3341,East,Electronics,Laptop,6,67.54,303.93,0.25,0.22,Cash,Charlie,5
5093,2022-08-01 04:00:00,3256,West,Home,Football,10,245.41,2061.44,0.16,0.23,Cash,Diana,2
5094,2022-08-01 05:00:00,4414,East,Sports,Football,19,52.6,739.56,0.26,0.11,Credit Card,Alice,4
5095,2022-08-01 06:00:00,2111,North,Clothing,Football,14,138.72,1864.4,0.04,0.11,Credit Card,Ethan,1
5096,2022-08-01 07:00:00,1817,North,Electronics,Perfume,6,243.93,1039.14,0.29,0.06,PayPal,Bob,5
5097,2022-08-01 08:00:00,2799,North,Home,Shirt,4,479.01,1379.55,0.28,0.06,Credit Card,Bob,2
5098,2022-08-01 09:00:00,2960,South,Clothing,Football,15,482.09,5929.71,0.18,0.18,Credit Card,Diana,2
5099,2022-08-01 10:00:00,3437,North,Beauty,Laptop,5,373.15,1828.44,0.02,0.1,Cash,Bob,5
5100,2022-08-01 11:00:00,3372,South,Clothing,Football,16,197.68,2720.08,0.14,0.37,Credit Card,Diana,3
5101,2022-08-01 12:00:00,3987,North,Home,Perfume,7,433.25,2881.11,0.05,0.12,Bank Transfer,Charlie,5
5102,2022-08-01 13:00:00,1888,East,Sports,Perfume,2,438.35,710.13,0.19,0.07,Cash,Bob,2
5103,2022-08-01 14:00:00,2855,West,Beauty,Football,13,455.55,5566.82,0.06,0.19,Cash,Ethan,5
5104,2022-08-01 15:00:00,2180,North,Beauty,Sofa,2,321.81,553.51,0.14,0.12,Cash,Alice,2
5105,2022-08-01 16:00:00,1667,South,Beauty,Shirt,9,104.89,887.37,0.06,0.07,Credit Card,Charlie,4
5106,2022-08-01 17:00:00,4722,South,Electronics,Laptop,5,50.08,237.88,0.05,0.31,Credit Card,Bob,3
5107,2022-08-01 18:00:00,1632,West,Home,Laptop,3,457.81,1277.29,0.07,0.24,Cash,Bob,5
5108,2022-08-01 19:00:00,3624,North,Beauty,Laptop,2,32.5,64.35,0.01,0.07,PayPal,Diana,4
5109,2022-08-01 20:00:00,2642,East,Clothing,Laptop,14,151.47,1675.26,0.21,0.21,Bank Transfer,Charlie,4
5110,2022-08-01 21:00:00,4730,North,Sports,Perfume,8,246.05,1791.24,0.09,0.06,PayPal,Alice,3
5111,2022-08-01 22:00:00,1136,North,Home,Shirt,12,15.88,150.54,0.21,0.17,Cash,Alice,1
5112,2022-08-01 23:00:00,2946,West,Clothing,Football,17,453.92,6173.31,0.2,0.18,Bank Transfer,Diana,5
5113,2022-08-02 00:00:00,2697,North,Electronics,Football,16,147.12,2306.84,0.02,0.34,PayPal,Diana,3
5114,2022-08-02 01:00:00,1427,East,Beauty,Sofa,6,19.11,104.34,0.09,0.31,Bank Transfer,Diana,3
5115,2022-08-02 02:00:00,2475,South,Clothing,Football,6,496.83,2474.21,0.17,0.36,Bank Transfer,Bob,2
5116,2022-08-02 03:00:00,3659,West,Home,Shirt,18,159.14,2062.45,0.28,0.1,Bank Transfer,Charlie,3
5117,2022-08-02 04:00:00,4921,East,Clothing,Football,2,439.0,772.64,0.12,0.24,Bank Transfer,Alice,3
5118,2022-08-02 05:00:00,3958,South,Electronics,Perfume,8,229.47,1560.4,0.15,0.06,Credit Card,Ethan,5
5119,2022-08-02 06:00:00,1818,West,Sports,Football,14,333.25,3592.44,0.23,0.34,Cash,Alice,3
5120,2022-08-02 07:00:00,3188,West,Beauty,Laptop,2,124.34,189.0,0.24,0.18,Bank Transfer,Charlie,3
5121,2022-08-02 08:00:00,2106,South,Home,Laptop,17,253.92,3107.98,0.28,0.07,Credit Card,Diana,1
5122,2022-08-02 09:00:00,3224,South,Beauty,Laptop,16,132.54,1802.54,0.15,0.16,PayPal,Bob,4
5123,2022-08-02 10:00:00,1197,East,Beauty,Laptop,18,475.79,8050.37,0.06,0.15,PayPal,Alice,5
5124,2022-08-02 11:00:00,3671,North,Beauty,Perfume,6,35.17,162.49,0.23,0.32,Credit Card,Ethan,1
5125,2022-08-02 12:00:00,4639,North,Clothing,Perfume,17,140.96,2300.47,0.04,0.09,PayPal,Bob,5
5126,2022-08-02 13:00:00,2995,North,Clothing,Perfume,18,447.09,7001.43,0.13,0.24,PayPal,Alice,4
5127,2022-08-02 14:00:00,3738,North,Sports,Football,14,242.62,2751.31,0.19,0.33,Credit Card,Charlie,3
5128,2022-08-02 15:00:00,4492,North,Electronics,Laptop,10,302.04,2386.12,0.21,0.31,Credit Card,Alice,3
5129,2022-08-02 16:00:00,3448,East,Home,Sofa,4,327.59,1022.08,0.22,0.38,Credit Card,Ethan,2
5130,2022-08-02 17:00:00,4769,West,Clothing,Sofa,18,40.11,678.66,0.06,0.05,Credit Card,Bob,4
5131,2022-08-02 18:00:00,1470,East,Beauty,Laptop,11,13.78,107.62,0.29,0.17,PayPal,Alice,3
5132,2022-08-02 19:00:00,3265,East,Electronics,Shirt,16,469.23,7132.3,0.05,0.18,Bank Transfer,Ethan,5
5133,2022-08-02 20:00:00,2948,East,Home,Football,4,139.39,540.83,0.03,0.06,Credit Card,Alice,5
5134,2022-08-02 21:00:00,1928,West,Home,Sofa,19,193.25,2937.4,0.2,0.34,Cash,Alice,2
5135,2022-08-02 22:00:00,4899,East,Home,Perfume,6,342.64,1500.76,0.27,0.29,Bank Transfer,Diana,3
5136,2022-08-02 23:00:00,3010,East,Home,Shirt,8,121.97,809.88,0.17,0.23,PayPal,Ethan,5
5137,2022-08-03 00:00:00,4800,West,Sports,Perfume,18,367.87,5429.76,0.18,0.19,Bank Transfer,Alice,4
5138,2022-08-03 01:00:00,3679,East,Home,Shirt,19,231.83,3700.01,0.16,0.36,PayPal,Bob,2
5139,2022-08-03 02:00:00,3998,North,Electronics,Shirt,18,429.02,7645.14,0.01,0.14,Credit Card,Charlie,3
5140,2022-08-03 03:00:00,1905,South,Clothing,Football,16,142.88,1828.86,0.2,0.17,PayPal,Diana,3
5141,2022-08-03 04:00:00,3222,East,Electronics,Perfume,7,105.89,659.69,0.11,0.38,Credit Card,Diana,2
5142,2022-08-03 05:00:00,1022,South,Beauty,Perfume,17,416.69,5100.29,0.28,0.07,PayPal,Diana,1
5143,2022-08-03 06:00:00,4796,East,Sports,Sofa,3,166.53,469.61,0.06,0.32,Credit Card,Charlie,5
5144,2022-08-03 07:00:00,4988,East,Sports,Laptop,15,208.87,2851.08,0.09,0.3,PayPal,Ethan,5
5145,2022-08-03 08:00:00,1234,North,Beauty,Laptop,4,397.89,1352.83,0.15,0.37,Cash,Bob,2
5146,2022-08-03 09:00:00,4084,West,Electronics,Sofa,16,319.61,4397.83,0.14,0.08,Credit Card,Charlie,3
5147,2022-08-03 10:00:00,2124,South,Electronics,Shirt,14,223.65,2755.37,0.12,0.39,Credit Card,Bob,1
5148,2022-08-03 11:00:00,1928,West,Beauty,Sofa,17,128.7,1990.99,0.09,0.06,Cash,Bob,4
5149,2022-08-03 12:00:00,4607,North,Home,Sofa,9,383.28,3311.54,0.04,0.17,Credit Card,Diana,3
5150,2022-08-03 13:00:00,4947,North,Home,Perfume,7,94.31,495.13,0.25,0.08,Bank Transfer,Alice,5
5151,2022-08-03 14:00:00,1522,South,Clothing,Sofa,14,464.5,5657.61,0.13,0.07,Bank Transfer,Bob,2
5152,2022-08-03 15:00:00,2808,West,Electronics,Shirt,12,79.41,790.92,0.17,0.39,PayPal,Bob,1
5153,2022-08-03 16:00:00,4523,North,Electronics,Laptop,17,403.44,5761.12,0.16,0.3,Bank Transfer,Bob,5
5154,2022-08-03 17:00:00,1430,East,Beauty,Football,9,215.0,1606.05,0.17,0.23,PayPal,Bob,5
5155,2022-08-03 18:00:00,1792,East,Beauty,Sofa,12,97.07,920.22,0.21,0.09,PayPal,Diana,3
5156,2022-08-03 19:00:00,2629,East,Home,Sofa,12,204.18,1984.63,0.19,0.23,Bank Transfer,Bob,2
5157,2022-08-03 20:00:00,2736,West,Electronics,Perfume,8,114.67,843.97,0.08,0.16,Cash,Alice,1
5158,2022-08-03 21:00:00,1532,East,Electronics,Perfume,10,72.32,600.26,0.17,0.15,Cash,Ethan,3
5159,2022-08-03 22:00:00,4923,East,Sports,Sofa,12,123.38,1376.92,0.07,0.27,PayPal,Ethan,4
5160,2022-08-03 23:00:00,4026,North,Clothing,Sofa,5,434.36,1780.88,0.18,0.33,Cash,Bob,5
5161,2022-08-04 00:00:00,2746,North,Clothing,Shirt,1,57.44,49.97,0.13,0.21,Credit Card,Diana,3
5162,2022-08-04 01:00:00,2675,East,Home,Laptop,9,486.41,4333.91,0.01,0.22,Cash,Alice,5
5163,2022-08-04 02:00:00,2316,East,Electronics,Laptop,15,7.47,87.4,0.22,0.28,Credit Card,Alice,3
5164,2022-08-04 03:00:00,3857,North,Sports,Football,2,330.83,608.73,0.08,0.09,Bank Transfer,Bob,2
5165,2022-08-04 04:00:00,1912,South,Electronics,Laptop,4,428.97,1235.43,0.28,0.34,PayPal,Diana,1
5166,2022-08-04 05:00:00,2124,West,Beauty,Football,4,467.31,1719.7,0.08,0.34,PayPal,Ethan,2
5167,2022-08-04 06:00:00,2525,West,Home,Perfume,3,76.27,160.17,0.3,0.24,PayPal,Charlie,5
5168,2022-08-04 07:00:00,2327,North,Clothing,Football,16,350.61,4824.39,0.14,0.12,Cash,Bob,5
5169,2022-08-04 08:00:00,3918,West,Electronics,Football,8,58.14,460.47,0.01,0.23,PayPal,Bob,3
5170,2022-08-04 09:00:00,3587,North,Home,Laptop,7,179.54,1231.64,0.02,0.09,Cash,Bob,3
5171,2022-08-04 10:00:00,2023,North,Clothing,Sofa,12,367.3,4319.45,0.02,0.32,PayPal,Diana,3
5172,2022-08-04 11:00:00,2576,North,Electronics,Perfume,12,176.26,2072.82,0.02,0.16,Credit Card,Charlie,5
5173,2022-08-04 12:00:00,2378,North,Sports,Shirt,4,160.12,589.24,0.08,0.16,Cash,Diana,1
5174,2022-08-04 13:00:00,4374,South,Home,Football,15,62.45,843.08,0.1,0.38,Credit Card,Bob,4
5175,2022-08-04 14:00:00,2519,East,Electronics,Football,6,37.89,220.52,0.03,0.2,Credit Card,Charlie,4
5176,2022-08-04 15:00:00,2681,East,Clothing,Football,3,62.06,161.98,0.13,0.33,Bank Transfer,Alice,4
5177,2022-08-04 16:00:00,4839,South,Clothing,Sofa,7,438.36,2730.98,0.11,0.27,Bank Transfer,Alice,4
5178,2022-08-04 17:00:00,2997,West,Sports,Shirt,6,10.54,51.22,0.19,0.16,Credit Card,Charlie,2
5179,2022-08-04 18:00:00,1226,West,Home,Laptop,1,347.97,327.09,0.06,0.09,PayPal,Bob,1
5180,2022-08-04 19:00:00,2259,East,Home,Perfume,8,385.47,2251.14,0.27,0.33,Bank Transfer,Diana,4
5181,2022-08-04 20:00:00,1872,West,Electronics,Sofa,1,286.1,243.18,0.15,0.32,Bank Transfer,Bob,1
5182,2022-08-04 21:00:00,1891,East,Clothing,Shirt,16,366.73,4752.82,0.19,0.11,Credit Card,Charlie,1
5183,2022-08-04 22:00:00,2478,East,Clothing,Perfume,3,327.87,973.77,0.01,0.14,Credit Card,Bob,4
5184,2022-08-04 23:00:00,2036,South,Sports,Laptop,2,230.5,382.63,0.17,0.32,Credit Card,Bob,2
5185,2022-08-05 00:00:00,3257,West,Sports,Perfume,6,194.44,1038.31,0.11,0.39,Cash,Alice,3
5186,2022-08-05 01:00:00,3788,South,Home,Football,8,470.96,2712.73,0.28,0.35,Cash,Ethan,3
5187,2022-08-05 02:00:00,1396,East,Clothing,Football,7,486.11,2484.02,0.27,0.29,Cash,Diana,2
5188,2022-08-05 03:00:00,2123,East,Electronics,Sofa,7,327.38,1856.24,0.19,0.37,Cash,Bob,5
5189,2022-08-05 04:00:00,3078,East,Beauty,Perfume,19,102.66,1501.92,0.23,0.15,Cash,Alice,4
5190,2022-08-05 05:00:00,3945,North,Electronics,Football,18,226.71,3305.43,0.19,0.05,Cash,Ethan,5
5191,2022-08-05 06:00:00,4599,North,Sports,Sofa,3,250.79,744.85,0.01,0.16,Bank Transfer,Alice,1
5192,2022-08-05 07:00:00,1648,North,Electronics,Sofa,11,380.2,3303.94,0.21,0.39,Cash,Bob,3
5193,2022-08-05 08:00:00,1328,South,Clothing,Sofa,11,335.55,3506.5,0.05,0.36,PayPal,Diana,5
5194,2022-08-05 09:00:00,4237,East,Home,Laptop,3,259.83,623.59,0.2,0.07,Cash,Ethan,1
5195,2022-08-05 10:00:00,2482,West,Beauty,Football,1,341.78,341.78,0.0,0.23,Credit Card,Bob,1
5196,2022-08-05 11:00:00,4893,South,Home,Football,10,16.91,153.88,0.09,0.08,PayPal,Charlie,2
5197,2022-08-05 12:00:00,1951,South,Beauty,Shirt,2,389.43,654.24,0.16,0.33,Cash,Bob,1
5198,2022-08-05 13:00:00,3005,South,Beauty,Laptop,17,109.76,1679.33,0.1,0.18,Cash,Alice,5
5199,2022-08-05 14:00:00,3016,West,Clothing,Football,9,329.92,2345.73,0.21,0.37,Credit Card,Bob,1
5200,2022-08-05 15:00:00,4171,East,Clothing,Football,18,61.42,928.67,0.16,0.07,Credit Card,Charlie,4
5201,2022-08-05 16:00:00,3668,North,Sports,Shirt,9,61.66,394.01,0.29,0.31,Credit Card,Charlie,2
5202,2022-08-05 17:00:00,2878,East,Sports,Perfume,11,22.65,221.74,0.11,0.19,PayPal,Bob,4
5203,2022-08-05 18:00:00,2196,East,Beauty,Perfume,17,455.57,6040.86,0.22,0.14,PayPal,Charlie,5
5204,2022-08-05 19:00:00,2772,South,Sports,Laptop,14,304.26,3194.73,0.25,0.23,PayPal,Alice,1
5205,2022-08-05 20:00:00,1161,South,Clothing,Sofa,18,184.17,3049.86,0.08,0.22,Bank Transfer,Charlie,5
5206,2022-08-05 21:00:00,4976,South,Sports,Shirt,18,394.95,5474.01,0.23,0.17,Bank Transfer,Charlie,1
5207,2022-08-05 22:00:00,2751,North,Beauty,Shirt,12,314.91,3325.45,0.12,0.28,Bank Transfer,Diana,1
5208,2022-08-05 23:00:00,1775,North,Home,Football,18,311.94,5390.32,0.04,0.28,PayPal,Alice,1
5209,2022-08-06 00:00:00,4334,North,Electronics,Football,8,246.09,1968.72,0.0,0.08,Bank Transfer,Charlie,2
5210,2022-08-06 01:00:00,2827,East,Sports,Shirt,8,8.92,55.66,0.22,0.26,Bank Transfer,Bob,5
5211,2022-08-06 02:00:00,3321,South,Clothing,Sofa,8,132.94,999.71,0.06,0.3,Credit Card,Charlie,2
5212,2022-08-06 03:00:00,4074,West,Home,Perfume,15,58.99,867.15,0.02,0.08,Credit Card,Ethan,1
5213,2022-08-06 04:00:00,2051,East,Clothing,Laptop,8,332.89,2263.65,0.15,0.28,Bank Transfer,Ethan,2
5214,2022-08-06 05:00:00,3373,North,Sports,Perfume,14,128.07,1613.68,0.1,0.33,Bank Transfer,Alice,2
5215,2022-08-06 06:00:00,1939,West,Beauty,Laptop,13,227.83,2339.81,0.21,0.34,Bank Transfer,Ethan,3
5216,2022-08-06 07:00:00,4220,West,Electronics,Sofa,8,179.95,1396.41,0.03,0.06,Bank Transfer,Ethan,2
5217,2022-08-06 08:00:00,1539,South,Electronics,Shirt,17,75.88,1238.36,0.04,0.29,Credit Card,Charlie,5
5218,2022-08-06 09:00:00,3535,West,Home,Sofa,19,479.39,8015.4,0.12,0.33,Credit Card,Alice,4
5219,2022-08-06 10:00:00,1821,North,Electronics,Shirt,6,467.04,2353.88,0.16,0.19,Bank Transfer,Diana,5
5220,2022-08-06 11:00:00,2461,South,Beauty,Football,17,46.88,597.72,0.25,0.24,Credit Card,Charlie,5
5221,2022-08-06 12:00:00,2088,West,Clothing,Laptop,4,414.55,1359.72,0.18,0.14,Cash,Diana,4
5222,2022-08-06 13:00:00,1355,South,Beauty,Football,7,246.74,1260.84,0.27,0.16,Credit Card,Bob,2
5223,2022-08-06 14:00:00,4604,West,Home,Shirt,17,388.0,6134.28,0.07,0.23,Credit Card,Ethan,4
5224,2022-08-06 15:00:00,4323,East,Home,Laptop,18,79.82,1178.14,0.18,0.1,Bank Transfer,Charlie,4
5225,2022-08-06 16:00:00,1234,East,Electronics,Laptop,6,70.48,338.3,0.2,0.18,Cash,Alice,5
5226,2022-08-06 17:00:00,3274,North,Beauty,Football,10,445.92,3478.18,0.22,0.16,PayPal,Ethan,5
5227,2022-08-06 18:00:00,2548,East,Clothing,Laptop,18,449.42,5662.69,0.3,0.13,Credit Card,Bob,3
5228,2022-08-06 19:00:00,4384,East,Beauty,Shirt,7,235.63,1418.49,0.14,0.22,Cash,Ethan,1
5229,2022-08-06 20:00:00,3096,East,Clothing,Shirt,14,435.73,5429.2,0.11,0.34,Cash,Ethan,2
5230,2022-08-06 21:00:00,1117,West,Clothing,Football,14,335.39,3474.64,0.26,0.13,Bank Transfer,Diana,4
5231,2022-08-06 22:00:00,3101,West,Beauty,Sofa,10,96.58,917.51,0.05,0.28,Cash,Bob,5
5232,2022-08-06 23:00:00,2673,South,Sports,Shirt,9,167.83,1495.37,0.01,0.14,Bank Transfer,Alice,5
5233,2022-08-07 00:00:00,3612,West,Beauty,Shirt,10,72.35,629.45,0.13,0.1,Cash,Ethan,2
5234,2022-08-07 01:00:00,2067,East,Clothing,Laptop,2,388.1,721.87,0.07,0.38,PayPal,Ethan,3
5235,2022-08-07 02:00:00,4886,West,Home,Laptop,3,492.7,1300.73,0.12,0.27,PayPal,Alice,5
